kind,name,value
x_variation,m_10_1,0.0
x_variation,m_10_3,0.0
x_variation,o_24_7,0.0
x_variation,o_24_8,0.0
x_variation,m_10_6,0.0
x_variation,m_10_9,0.0
x_variation,o_24_3,0.0
x_variation,m_27_2,0.0
x_variation,m_27_3,0.0
x_variation,m_27_1,0.0
x_variation,m_15_9,0.0
x_variation,m_4_7,0.0
x_variation,m_4_3,0.0
x_variation,m_15_1,0.0
x_variation,m_15_2,0.0
x_variation,m_15_5,0.0
x_variation,g_2_7_14,0.0
x_variation,g_2_7_15,0.0
x_variation,g_2_7_16,0.0
x_variation,g_2_7_17,0.0
x_variation,g_2_7_18,0.0
x_variation,g_2_7_19,0.0
x_variation,g_2_2_1,0.0
x_variation,g_2_7_10,0.0
x_variation,g_2_7_11,0.0
x_variation,g_2_7_12,0.0
x_variation,g_2_7_13,0.0
x_variation,m_16_9,0.0
x_variation,m_16_3,0.0
x_variation,m_16_6,0.0
x_variation,m_16_4,0.0
x_variation,m_16_5,0.0
x_variation,g_3_9,0.0
x_variation,g_3_8,0.0
x_variation,g_3_7,0.0
x_variation,g_3_6,0.0
x_variation,g_3_5,0.0
x_variation,g_3_4,0.0
x_variation,g_20_2_16,0.0
x_variation,g_20_2_15,0.0
x_variation,g_20_2_14,0.0
x_variation,g_20_2_13,0.0
x_variation,g_3_3,0.0
x_variation,g_3_2,0.0
x_variation,g_3_1,0.0
x_variation,m_25_3,0.0
x_variation,g_20_2_12,0.0
x_variation,g_20_2_11,0.0
x_variation,g_20_2_10,0.0
x_variation,m_13_2,0.0
x_variation,m_13_5,0.0
x_variation,m_2_1,0.0
x_variation,m_13_6,0.0
x_variation,m_13_3,0.0
x_variation,m_2_5,0.0
x_variation,m_2_3,0.0
x_variation,m_26_9,0.0
x_variation,m_26_2,0.0
x_variation,m_26_5,0.0
x_variation,m_1_9,0.0
x_variation,m_1_8,0.0
x_variation,o_20_9,0.0
x_variation,m_14_4,0.0
x_variation,m_14_5,0.0
x_variation,m_1_1,0.0
x_variation,m_14_2,0.0
x_variation,o_20_7,0.0
x_variation,m_14_3,0.0
x_variation,o_20_8,0.0
x_variation,m_1_7,0.0
x_variation,m_14_8,0.0
x_variation,o_20_2,0.0
x_variation,m_1_5,0.0
x_variation,m_14_6,0.0
x_variation,o_20_3,0.0
x_variation,m_14_7,0.0
x_variation,m_11,0.0
x_variation,g_12_4_31,0.0
x_variation,g_12_4_30,0.0
x_variation,o_19_9,0.0
x_variation,o_19_8,0.0
x_variation,g_15_6_9,0.0
x_variation,o_19_2,0.0
x_variation,g_15_6_8,0.0
x_variation,g_15_6_5,0.0
x_variation,o_19_6,0.0
x_variation,g_15_6_4,0.0
x_variation,g_15_6_7,0.0
x_variation,g_15_6_6,0.0
x_variation,g_12_4_39,0.0
x_variation,g_15_6_1,0.0
x_variation,g_12_4_38,0.0
x_variation,g_12_4_37,0.0
x_variation,g_15_6_3,0.0
x_variation,g_12_4_36,0.0
x_variation,g_15_6_2,0.0
x_variation,g_12_4_35,0.0
x_variation,g_12_4_34,0.0
x_variation,g_12_4_33,0.0
x_variation,g_12_4_32,0.0
x_variation,g_12_4_42,0.0
x_variation,m_19_7,0.0
x_variation,g_12_4_41,0.0
x_variation,g_12_4_40,0.0
x_variation,m_19_5,0.0
x_variation,g_12_4_48,0.0
x_variation,g_12_4_47,0.0
x_variation,g_12_4_46,0.0
x_variation,m_19_3,0.0
x_variation,g_12_4_45,0.0
x_variation,m_19_4,0.0
x_variation,g_12_4_44,0.0
x_variation,m_19_1,0.0
x_variation,g_12_4_43,0.0
x_variation,m_31,0.0
x_variation,m_37,0.0
x_variation,m_35,0.0
x_variation,m_36,0.0
x_variation,o_18_9,0.0
x_variation,m_39,0.0
x_variation,o_18_3,0.0
x_variation,o_18_1,0.0
x_variation,o_18_6,0.0
x_variation,g_12_4_19,0.0
x_variation,o_18_5,0.0
x_variation,g_12_4_18,0.0
x_variation,o_18_4,0.0
x_variation,g_12_4_17,0.0
x_variation,g_12_4_16,0.0
x_variation,g_12_4_15,0.0
x_variation,g_12_4_14,0.0
x_variation,g_12_4_13,0.0
x_variation,g_12_4_12,0.0
x_variation,g_12_4_11,0.0
x_variation,g_12_4_10,0.0
x_variation,g_2_7_7,0.0
x_variation,g_12_4_20,0.0
x_variation,m_22,0.0
x_variation,g_2_7_8,0.0
x_variation,m_23,0.0
x_variation,g_2_7_5,0.0
x_variation,g_2_7_6,0.0
x_variation,m_21,0.0
x_variation,m_26,0.0
x_variation,g_2_7_9,0.0
x_variation,g_2_7_3,0.0
x_variation,g_2_7_4,0.0
x_variation,g_2_7_1,0.0
x_variation,g_2_7_2,0.0
x_variation,g_12_4_29,0.0
x_variation,g_12_4_28,0.0
x_variation,g_12_4_27,0.0
x_variation,g_12_4_26,0.0
x_variation,g_12_4_25,0.0
x_variation,g_12_4_24,0.0
x_variation,g_12_4_23,0.0
x_variation,g_12_4_22,0.0
x_variation,g_12_4_21,0.0
x_variation,g_15_6_36,0.0
x_variation,g_15_6_35,0.0
x_variation,g_15_6_34,0.0
x_variation,g_15_6_33,0.0
x_variation,g_15_6_32,0.0
x_variation,g_15_6_31,0.0
x_variation,g_15_6_30,0.0
x_variation,R_3,0.0
x_variation,g_3_13,0.0
x_variation,g_3_14,0.0
x_variation,g_3_11,0.0
x_variation,g_3_12,0.0
x_variation,o_9_1,0.0
x_variation,g_3_10,0.0
x_variation,o_9_4,0.0
x_variation,o_9_5,0.0
x_variation,g_3_19,0.0
x_variation,g_3_17,0.0
x_variation,g_3_18,0.0
x_variation,g_3_15,0.0
x_variation,g_3_16,0.0
x_variation,g_15_6_25,0.0
x_variation,g_15_6_24,0.0
x_variation,m_45,0.0
x_variation,g_15_6_23,0.0
x_variation,m_17_7,0.0
x_variation,g_15_6_22,0.0
x_variation,g_15_6_21,0.0
x_variation,g_15_6_20,0.0
x_variation,m_46,0.0
x_variation,m_47,0.0
x_variation,o_9_7,0.0
x_variation,g_3_24,0.0
x_variation,g_3_25,0.0
x_variation,g_3_22,0.0
x_variation,g_3_23,0.0
x_variation,g_2_2_19,0.0
x_variation,g_3_20,0.0
x_variation,g_3_21,0.0
x_variation,g_2_2_17,0.0
x_variation,g_2_2_18,0.0
x_variation,g_2_2_15,0.0
x_variation,g_2_2_16,0.0
x_variation,g_2_2_13,0.0
x_variation,g_2_2_14,0.0
x_variation,g_2_2_11,0.0
x_variation,g_15_6_29,0.0
x_variation,m_17_5,0.0
x_variation,g_2_2_12,0.0
x_variation,g_15_6_28,0.0
x_variation,m_17_6,0.0
x_variation,m_41,0.0
x_variation,g_3_26,0.0
x_variation,g_15_6_27,0.0
x_variation,m_17_3,0.0
x_variation,g_2_2_10,0.0
x_variation,g_3_27,0.8119910400000001
x_variation,g_15_6_26,0.9216
x_variation,o_14,0.0
x_variation,g_15_6_14,0.99410176
x_variation,o_13,0.0
x_variation,g_15_6_13,0.9999990000000001
x_variation,o_12,0.0
x_variation,g_15_6_12,0.996864
x_variation,g_15_6_11,0.9998039999999999
x_variation,g_15_6_10,0.99963136
x_variation,o_18,0.0
x_variation,o_17,0.0
x_variation,o_16,0.0
x_variation,o_15,0.0
x_variation,g_27_4_18,0.0
x_variation,o_19,0.0
x_variation,g_27_4_19,0.0
x_variation,g_27_4_16,0.0
x_variation,g_27_4_17,0.0
x_variation,g_27_4_14,0.0
x_variation,g_27_4_15,0.0
x_variation,g_27_4_12,0.0
x_variation,g_27_4_13,0.0
x_variation,g_27_4_10,0.0
x_variation,g_27_4_11,0.0
x_variation,g_15_6_19,0.9999967599999999
x_variation,o_10,0.0
x_variation,g_15_6_18,0.0
x_variation,g_15_6_17,0.9997310399999999
x_variation,g_15_6_16,0.9999942399999999
x_variation,g_15_6_15,0.9999998400000001
x_variation,m_18_8,0.0
x_variation,g_24_3_5,0.49305600000000016
x_variation,g_24_3_6,0.49305600000000016
x_variation,g_24_3_7,0.5015640000000001
x_variation,m_18_7,0.0
x_variation,g_24_3_8,0.4924862400000003
x_variation,g_24_3_1,0.0
x_variation,g_24_3_2,0.4764030400000001
x_variation,g_24_3_3,0.4924862400000003
x_variation,g_24_3_4,0.4792934400000002
x_variation,m_18_2,0.0
y_variation,Cost-,0.3168123102944176
y_variation,Defects-,0.37486860174123493
y_variation,Featuresused+,0.39834236391437067
correlation,o_34|o_33,
correlation,o_34|o_38,
correlation,o_34|o_15_6,
correlation,o_34|o_7_2,
correlation,o_34|o_15_4,
correlation,o_34|o_15_3,
correlation,o_34|o_7_4,
correlation,o_34|o_7_5,
correlation,o_34|o_7_6,
correlation,o_34|o_15_8,
correlation,o_34|o_15_7,
correlation,o_34|g_11_2_1,
correlation,o_34|g_11_2_2,
correlation,o_34|g_11_2_3,
correlation,o_34|o_32,
correlation,o_34|o_30,
correlation,o_34|g_11_2_8,
correlation,o_34|o_25,
correlation,o_34|g_11_2_9,
correlation,o_34|o_24,
correlation,o_34|g_11_2_4,
correlation,o_34|o_29,
correlation,o_34|g_11_2_5,
correlation,o_34|o_28,
correlation,o_34|g_11_2_6,
correlation,o_34|o_27,
correlation,o_34|g_11_2_7,
correlation,o_34|o_7_8,
correlation,o_34|o_7_9,
correlation,o_34|g_27_4_27,
correlation,o_34|g_27_4_28,
correlation,o_34|g_27_4_25,
correlation,o_34|g_27_4_26,
correlation,o_34|g_27_4_23,
correlation,o_34|g_27_4_24,
correlation,o_34|g_27_4_21,
correlation,o_34|g_27_4_22,
correlation,o_34|g_27_4_20,
correlation,o_34|o_27_4,
correlation,o_34|o_20,
correlation,o_34|m_20_1,
correlation,o_34|R,
correlation,o_34|o_8_2,
correlation,o_34|m_20_5,
correlation,o_34|o_8_4,
correlation,o_34|m_20_6,
correlation,o_34|o_8_6,
correlation,o_34|m_20_4,
correlation,o_34|o_50,
correlation,o_34|o_14_1,
correlation,o_34|o_1,
correlation,o_34|o_2,
correlation,o_34|o_44,
correlation,o_34|o_7,
correlation,o_34|o_49,
correlation,o_34|o_48,
correlation,o_34|o_8_7,
correlation,o_34|o_8,
correlation,o_34|o_26_7,
correlation,o_34|o_26_8,
correlation,o_34|o_26_3,
correlation,o_34|o_26_4,
correlation,o_34|o_26_6,
correlation,o_34|o_26_1,
correlation,o_34|o_43,
correlation,o_34|o_42,
correlation,o_34|o_40,
correlation,o_34|o_17_9,
correlation,o_34|o_17_4,
correlation,o_34|o_17_2,
correlation,o_34|o_17_1,
correlation,o_34|o_17_8,
correlation,o_34|o_5_1,
correlation,o_34|m_9_8,
correlation,o_34|m_9_9,
correlation,o_34|o_6_1,
correlation,o_34|o_6_2,
correlation,o_34|o_6_3,
correlation,o_34|o_16_2,
correlation,o_34|o_6_5,
correlation,o_34|o_16_8,
correlation,o_34|o_16_7,
correlation,o_34|o_16_1,
correlation,o_34|m_5,
correlation,o_34|m_4,
correlation,o_34|m_6,
correlation,o_34|m_9,
correlation,o_34|g_17_8_9,
correlation,o_34|g_17_8_8,
correlation,o_34|g_17_8_1,
correlation,o_34|m_9_6,
correlation,o_34|g_17_8_3,
correlation,o_34|g_17_8_2,
correlation,o_34|g_17_8_5,
correlation,o_34|g_17_8_4,
correlation,o_34|m_9_2,
correlation,o_34|g_17_8_7,
correlation,o_34|m_9_3,
correlation,o_34|g_17_8_6,
correlation,o_34|m_8_9,
correlation,o_34|g_17_8_23,
correlation,o_34|o_11_9,
correlation,o_34|g_17_8_22,
correlation,o_34|g_17_8_25,
correlation,o_34|o_11_7,
correlation,o_34|g_17_8_24,
correlation,o_34|m_23_2,
correlation,o_34|m_23_3,
correlation,o_34|m_23_1,
correlation,o_34|m_23_6,
correlation,o_34|m_23_7,
correlation,o_34|m_23_4,
correlation,o_34|m_23_5,
correlation,o_34|g_17_8_21,
correlation,o_34|m_23_8,
correlation,o_34|o_11_3,
correlation,o_34|g_17_8_20,
correlation,o_34|g_11_2_16,
correlation,o_34|g_11_2_15,
correlation,o_34|g_11_2_18,
correlation,o_34|g_11_2_17,
correlation,o_34|g_11_2_19,
correlation,o_34|g_11_2_10,
correlation,o_34|g_11_2_12,
correlation,o_34|g_11_2_11,
correlation,o_34|g_11_2_14,
correlation,o_34|g_11_2_13,
correlation,o_34|m_8_5,
correlation,o_34|g_12_4_4,
correlation,o_34|g_12_4_3,
correlation,o_34|g_12_4_2,
correlation,o_34|m_8_8,
correlation,o_34|g_12_4_1,
correlation,o_34|m_8_1,
correlation,o_34|m_11_2,
correlation,o_34|g_12_4_8,
correlation,o_34|m_11_1,
correlation,o_34|g_12_4_7,
correlation,o_34|m_8_3,
correlation,o_34|m_11_4,
correlation,o_34|g_12_4_6,
correlation,o_34|g_12_4_5,
correlation,o_34|o_23_9,
correlation,o_34|m_11_6,
correlation,o_34|m_11_5,
correlation,o_34|m_11_8,
correlation,o_34|g_12_4_9,
correlation,o_34|g_11_2_27,
correlation,o_34|g_11_2_26,
correlation,o_34|g_27_4_9,
correlation,o_34|g_11_2_28,
correlation,o_34|g_27_4_7,
correlation,o_34|g_27_4_8,
correlation,o_34|g_27_4_5,
correlation,o_34|g_27_4_6,
correlation,o_34|g_27_4_3,
correlation,o_34|g_27_4_4,
correlation,o_34|g_11_2_21,
correlation,o_34|g_27_4_1,
correlation,o_34|g_11_2_20,
correlation,o_34|g_27_4_2,
correlation,o_34|g_11_2_23,
correlation,o_34|g_11_2_22,
correlation,o_34|g_11_2_25,
correlation,o_34|g_11_2_24,
correlation,o_34|o_4_4,
correlation,o_34|o_4_5,
correlation,o_34|o_4_6,
correlation,o_34|o_10_8,
correlation,o_34|m_24_1,
correlation,o_34|o_4_8,
correlation,o_34|m_24_2,
correlation,o_34|o_4_9,
correlation,o_34|m_24_5,
correlation,o_34|o_10_2,
correlation,o_34|m_24_6,
correlation,o_34|m_24_4,
correlation,o_34|o_10_7,
correlation,o_34|m_24_9,
correlation,o_34|o_10_5,
correlation,o_34|o_4_1,
correlation,o_34|o_10_4,
correlation,o_34|o_4_2,
correlation,o_34|g_17_8_19,
correlation,o_34|g_17_8_12,
correlation,o_34|m_7_7,
correlation,o_34|g_17_8_11,
correlation,o_34|g_17_8_14,
correlation,o_34|g_17_8_13,
correlation,o_34|m_12_2,
correlation,o_34|g_17_8_16,
correlation,o_34|m_7_3,
correlation,o_34|m_12_3,
correlation,o_34|g_17_8_15,
correlation,o_34|g_17_8_18,
correlation,o_34|g_17_8_17,
correlation,o_34|m_12_6,
correlation,o_34|o_22_3,
correlation,o_34|o_22_5,
correlation,o_34|m_7_1,
correlation,o_34|m_12_5,
correlation,o_34|m_12_8,
correlation,o_34|g_17_8_10,
correlation,o_34|m_12_9,
correlation,o_34|o_1_6,
correlation,o_34|o_13_8,
correlation,o_34|g_20_2_1,
correlation,o_34|o_13_7,
correlation,o_34|m_21_1,
correlation,o_34|g_20_2_5,
correlation,o_34|g_20_2_4,
correlation,o_34|g_20_2_3,
correlation,o_34|o_13_9,
correlation,o_34|g_20_2_2,
correlation,o_34|o_1_2,
correlation,o_34|o_13_4,
correlation,o_34|o_1_3,
correlation,o_34|o_1_4,
correlation,o_34|o_13_1,
correlation,o_34|g_2_2_4,
correlation,o_34|g_2_2_5,
correlation,o_34|g_2_2_2,
correlation,o_34|g_2_2_3,
correlation,o_34|g_2_2_8,
correlation,o_34|g_2_2_9,
correlation,o_34|g_2_2_6,
correlation,o_34|g_2_2_7,
correlation,o_34|o_25_4,
correlation,o_34|m_6_4,
correlation,o_34|o_25_5,
correlation,o_34|o_25_6,
correlation,o_34|o_25_1,
correlation,o_34|o_25_2,
correlation,o_34|g_2_7_20,
correlation,o_34|g_2_7_21,
correlation,o_34|g_2_7_22,
correlation,o_34|o_2_6,
correlation,o_34|o_2_7,
correlation,o_34|o_12_7,
correlation,o_34|o_2_8,
correlation,o_34|o_2_9,
correlation,o_34|m_22_4,
correlation,o_34|m_22_1,
correlation,o_34|m_22_2,
correlation,o_34|o_12_1,
correlation,o_34|m_22_6,
correlation,o_34|o_12_4,
correlation,o_34|o_2_2,
correlation,o_34|o_2_4,
correlation,o_34|g_20_2_9,
correlation,o_34|g_20_2_8,
correlation,o_34|g_20_2_7,
correlation,o_34|g_20_2_6,
correlation,o_34|m_10_1,
correlation,o_34|m_10_3,
correlation,o_34|o_24_7,
correlation,o_34|o_24_8,
correlation,o_34|m_10_6,
correlation,o_34|m_10_9,
correlation,o_34|o_24_3,
correlation,o_34|m_27_2,
correlation,o_34|m_27_3,
correlation,o_34|m_27_1,
correlation,o_34|m_15_9,
correlation,o_34|m_4_7,
correlation,o_34|m_4_3,
correlation,o_34|m_15_1,
correlation,o_34|m_15_2,
correlation,o_34|m_15_5,
correlation,o_34|g_2_7_14,
correlation,o_34|g_2_7_15,
correlation,o_34|g_2_7_16,
correlation,o_34|g_2_7_17,
correlation,o_34|g_2_7_18,
correlation,o_34|g_2_7_19,
correlation,o_34|g_2_2_1,
correlation,o_34|g_2_7_10,
correlation,o_34|g_2_7_11,
correlation,o_34|g_2_7_12,
correlation,o_34|g_2_7_13,
correlation,o_34|m_16_9,
correlation,o_34|m_16_3,
correlation,o_34|m_16_6,
correlation,o_34|m_16_4,
correlation,o_34|m_16_5,
correlation,o_34|g_3_9,
correlation,o_34|g_3_8,
correlation,o_34|g_3_7,
correlation,o_34|g_3_6,
correlation,o_34|g_3_5,
correlation,o_34|g_3_4,
correlation,o_34|g_20_2_16,
correlation,o_34|g_20_2_15,
correlation,o_34|g_20_2_14,
correlation,o_34|g_20_2_13,
correlation,o_34|g_3_3,
correlation,o_34|g_3_2,
correlation,o_34|g_3_1,
correlation,o_34|m_25_3,
correlation,o_34|g_20_2_12,
correlation,o_34|g_20_2_11,
correlation,o_34|g_20_2_10,
correlation,o_34|m_13_2,
correlation,o_34|m_13_5,
correlation,o_34|m_2_1,
correlation,o_34|m_13_6,
correlation,o_34|m_13_3,
correlation,o_34|m_2_5,
correlation,o_34|m_2_3,
correlation,o_34|m_26_9,
correlation,o_34|m_26_2,
correlation,o_34|m_26_5,
correlation,o_34|m_1_9,
correlation,o_34|m_1_8,
correlation,o_34|o_20_9,
correlation,o_34|m_14_4,
correlation,o_34|m_14_5,
correlation,o_34|m_1_1,
correlation,o_34|m_14_2,
correlation,o_34|o_20_7,
correlation,o_34|m_14_3,
correlation,o_34|o_20_8,
correlation,o_34|m_1_7,
correlation,o_34|m_14_8,
correlation,o_34|o_20_2,
correlation,o_34|m_1_5,
correlation,o_34|m_14_6,
correlation,o_34|o_20_3,
correlation,o_34|m_14_7,
correlation,o_34|m_11,
correlation,o_34|g_12_4_31,
correlation,o_34|g_12_4_30,
correlation,o_34|o_19_9,
correlation,o_34|o_19_8,
correlation,o_34|g_15_6_9,
correlation,o_34|o_19_2,
correlation,o_34|g_15_6_8,
correlation,o_34|g_15_6_5,
correlation,o_34|o_19_6,
correlation,o_34|g_15_6_4,
correlation,o_34|g_15_6_7,
correlation,o_34|g_15_6_6,
correlation,o_34|g_12_4_39,
correlation,o_34|g_15_6_1,
correlation,o_34|g_12_4_38,
correlation,o_34|g_12_4_37,
correlation,o_34|g_15_6_3,
correlation,o_34|g_12_4_36,
correlation,o_34|g_15_6_2,
correlation,o_34|g_12_4_35,
correlation,o_34|g_12_4_34,
correlation,o_34|g_12_4_33,
correlation,o_34|g_12_4_32,
correlation,o_34|g_12_4_42,
correlation,o_34|m_19_7,
correlation,o_34|g_12_4_41,
correlation,o_34|g_12_4_40,
correlation,o_34|m_19_5,
correlation,o_34|g_12_4_48,
correlation,o_34|g_12_4_47,
correlation,o_34|g_12_4_46,
correlation,o_34|m_19_3,
correlation,o_34|g_12_4_45,
correlation,o_34|m_19_4,
correlation,o_34|g_12_4_44,
correlation,o_34|m_19_1,
correlation,o_34|g_12_4_43,
correlation,o_34|m_31,
correlation,o_34|m_37,
correlation,o_34|m_35,
correlation,o_34|m_36,
correlation,o_34|o_18_9,
correlation,o_34|m_39,
correlation,o_34|o_18_3,
